Address,Parcel ID,Council_District,Commercial Building,Latitude,Longitude,Location,Neighborhood
6402 Burns,17006392.,3,No,42.389155,-83.014249,"location
(42.389155, -83.014249)",Airport Sub
12842 Freeland,22035483.,1,No,42.383612,-83.184495,"location
(42.383612, -83.184495)",Schoolcraft Southfield
13444 Promenade,21008770.,4,No,42.412811,-82.97322,"location
(42.412811, -82.97322)",Outer Drive-Hayes
14218 Promenade,21008768.,4,No,42.41301,-82.972643,"location
(42.41301, -82.972643)",Outer Drive-Hayes
7647 Heyden,22099969.,7,No,42.347498,-83.238345,"location
(42.347498, -83.238345)",Warrendale
16227 Ardmore,22035159.,1,No,42.411027,-83.185204,"location
(42.411027, -83.185204)",Hubbell-Puritan
15354 Dacosta,22115630.,1,No,42.401493,-83.260205,"location
(42.401493, -83.260205)",Brightmoor
14641 Prairie,16023382.,7,No,42.397418,-83.144887,"location
(42.397418, -83.144887)",Chalfonte
7688 Stout,22100967.,7,No,42.348061,-83.238884,"location
(42.348061, -83.238884)",Warrendale
7675 Stout,22102139.,7,No,42.347854,-83.239555,"location
(42.347854, -83.239555)",Warrendale
13692 Glenwood,21018151.,3,No,42.430325,-82.983108,"location
(42.430325, -82.983108)",Franklin
1520 Beatrice,20012871.005,6,No,42.276231,-83.148517,"location
(42.276231, -83.148517)",Boynton
14851 Prairie,16023368.,7,No,42.398865,-83.144952,"location
(42.398865, -83.144952)",Chalfonte
14643 Santa Rosa,16020721.,7,No,42.397435,-83.142533,"location
(42.397435, -83.142533)",Chalfonte
3790 Elmhurst,14004222.,7,No,42.38055,-83.126748,"location
(42.38055, -83.126748)",Nardin Park
1051 W Lantz,01007484.,2,No,42.436682,-83.115164,"location
(42.436682, -83.115164)",Penrose
14449 Promenade,21009145.,4,No,42.414157,-82.969414,"location
(42.414157, -82.969414)",Outer Drive-Hayes
15787 Ardmore,22035187.,1,No,42.407219,-83.185027,"location
(42.407219, -83.185027)",Bethune Community
14425 Promenade,21009142.,4,No,42.414175,-82.969858,"location
(42.414175, -82.969858)",Outer Drive-Hayes
7384 Evergreen,22095050-1,7,No,42.345789,-83.235119,"location
(42.345789, -83.235119)",Warrendale
2468 Van Dyke,17009242.,5,No,42.361523,-83.001813,"location
(42.361523, -83.001813)",Islandview
15711 Dacosta,22115841.,1,No,42.404176,-83.261005,"location
(42.404176, -83.261005)",Brightmoor
19820 Sawyer,22001002-3,7,No,42.347024,-83.234751,"location
(42.347024, -83.234751)",Warrendale
14297 Promenade,21009136.,4,No,42.413934,-82.971597,"location
(42.413934, -82.971597)",Outer Drive-Hayes
19740 Trinity,22108646.044,1,No,42.435383,-83.249707,"location
(42.435383, -83.249707)",Evergreen Lahser 7/8
16715 Lahser,22113736.,1,No,42.411594,-83.257665,"location
(42.411594, -83.257665)",Riverdale
19552 Sawyer,22001014.,7,No,42.34705,-83.232904,"location
(42.34705, -83.232904)",Warrendale
19535 Sawyer,22000987.,7,No,42.346603,-83.232605,"location
(42.346603, -83.232605)",Warrendale
19527 Sawyer,22000986.,7,No,42.346604,-83.232457,"location
(42.346604, -83.232457)",Warrendale
9391 E Vernor,19000399.,5,No,42.366397,-82.987994,"location
(42.366397, -82.987994)",East Village
11694 Hartwell,22028519.,7,No,42.374443,-83.176478,"location
(42.374443, -83.176478)",Pride Area Community
13409 Promenade,21009118.,4,No,42.413058,-82.974142,"location
(42.413058, -82.974142)",Outer Drive-Hayes
1925 Clements,08004512.,2,No,42.396697,-83.114173,"location
(42.396697, -83.114173)",Oakman Blvd Community
14440 Wilshire,21008330.,4,No,42.412851,-82.968921,"location
(42.412851, -82.968921)",Outer Drive-Hayes
12811 Marlowe,22041406.,1,No,42.383014,-83.189616,"location
(42.383014, -83.189616)",Schoolcraft Southfield
14480 Wilshire,21008324.,4,No,42.412814,-82.968145,"location
(42.412814, -82.968145)",Outer Drive-Hayes
14510 Wilshire,21008320.,4,No,42.41279,-82.967627,"location
(42.41279, -82.967627)",Outer Drive-Hayes
7678 Plainview,22093629.,7,No,42.347946,-83.234001,"location
(42.347946, -83.234001)",Warrendale
14526 Wilshire,21008318.,4,No,42.412782,-82.967327,"location
(42.412782, -82.967327)",Outer Drive-Hayes
4532 Belvidere,19007559.,5,No,42.377352,-82.998851,"location
(42.377352, -82.998851)",Gratiot Woods
7446 Fielding,22102213.,7,No,42.346586,-83.239975,"location
(42.346586, -83.239975)",Warrendale
14491 Wilshire,21008685.,4,No,42.413283,-82.968117,"location
(42.413283, -82.968117)",Outer Drive-Hayes
7782 Plainview,22093644.,7,No,42.349386,-83.234054,"location
(42.349386, -83.234054)",Warrendale
17219 Beaverland,22118546.,1,No,42.416473,-83.26711,"location
(42.416473, -83.26711)",Oak Grove
14607 Prairie,16023387.,7,No,42.396958,-83.144867,"location
(42.396958, -83.144867)",Chalfonte
3778 Monterey,14004411.,7,No,42.381943,-83.127439,"location
(42.381943, -83.127439)",Nardin Park
12322 Cheyenne,22025721.,7,No,42.379197,-83.174218,"location
(42.379197, -83.174218)",Pride Area Community
5816 Cadillac,19005146.,4,No,42.389054,-83.000929,"location
(42.389054, -83.000929)",West End
9327 Robson,22044497.,7,No,42.363689,-83.19208,"location
(42.363689, -83.19208)",We Care Community
9301 Robson,22044500.,7,No,42.363375,-83.192069,"location
(42.363375, -83.192069)",We Care Community
12737 Roselawn,16030957.,7,No,42.382899,-83.150938,"location
(42.382899, -83.150938)",Littlefield Community
8956 Robson,22043443.,7,No,42.360528,-83.191359,"location
(42.360528, -83.191359)",We Care Community
7752 Stout,22100976.,7,No,42.348925,-83.23892,"location
(42.348925, -83.23892)",Warrendale
18906 Trinity,22108636.001,1,No,42.426648,-83.249277,"location
(42.426648, -83.249277)",Holcomb Community
19964 Wexford,13021596.,3,No,42.441494,-83.065342,"location
(42.441494, -83.065342)",Farwell
12122 Ward,22024678.,7,No,42.377323,-83.172877,"location
(42.377323, -83.172877)",Pride Area Community
4273 Richton,14004463.,7,No,42.380613,-83.131911,"location
(42.380613, -83.131911)",Nardin Park
6346 Julian,16004556.,6,No,42.358784,-83.139398,"location
(42.358784, -83.139398)",Midwest
14303 Wilshire,21008671.,4,No,42.413092,-82.970949,"location
(42.413092, -82.970949)",Outer Drive-Hayes
13228 Foley,22006557.,7,No,42.379662,-83.175199,"location
(42.379662, -83.175199)",Pride Area Community
20241 Binder,13021295.,3,No,42.444677,-83.065118,"location
(42.444677, -83.065118)",Farwell
20247 Binder,13021294.,3,No,42.444787,-83.065125,"location
(42.444787, -83.065125)",Farwell
7169 Julian,16004518.,6,No,42.358324,-83.142543,"location
(42.358324, -83.142543)",Midwest
19423 Gable,13012556.,3,No,42.437864,-83.043168,"location
(42.437864, -83.043168)",Farwell
7199 Julian,16004523.,6,No,42.358312,-83.143097,"location
(42.358312, -83.143097)",Midwest
14329 Chelsea,21008275.,4,No,42.412274,-82.969911,"location
(42.412274, -82.969911)",Outer Drive-Hayes
6391 Linsdale,16003371.,6,No,42.356092,-83.140077,"location
(42.356092, -83.140077)",Midwest
6406 Linsdale,16003410.,6,No,42.3565,-83.140369,"location
(42.3565, -83.140369)",Midwest
8651 Prairie,16023569.,6,No,42.358483,-83.143545,"location
(42.358483, -83.143545)",Midwest
8643 Prairie,16023570.,6,No,42.358387,-83.14354,"location
(42.358387, -83.14354)",Midwest
2921 Edsel,20014543.,6,No,42.267574,-83.160785,"location
(42.267574, -83.160785)",Boynton
14921 Ward,22025220.,2,No,42.399359,-83.173867,"location
(42.399359, -83.173867)",Bethune Community
6412 Linsdale,16003409.,6,No,42.356498,-83.140498,"location
(42.356498, -83.140498)",Midwest
12135 Stoepel,16019737.,7,No,42.378103,-83.140552,"location
(42.378103, -83.140552)",Oakman Blvd Community
14684 Cloverlawn,16031230.,7,No,42.397915,-83.151969,"location
(42.397915, -83.151969)",Chalfonte
12080 Stoepel,16018767.,7,No,42.377372,-83.139909,"location
(42.377372, -83.139909)",Oakman Blvd Community
14660 Cloverlawn,16031227.,7,No,42.397627,-83.151958,"location
(42.397627, -83.151958)",Chalfonte
7172 Van Buren,16004461.,6,No,42.357978,-83.142653,"location
(42.357978, -83.142653)",Midwest
20240 Norwood,13022210.,3,No,42.444648,-83.067545,"location
(42.444648, -83.067545)",Farwell
7176 Linsdale,16003395.,6,No,42.356459,-83.142558,"location
(42.356459, -83.142558)",Midwest
7195 Linsdale,16003391.,6,No,42.356035,-83.142941,"location
(42.356035, -83.142941)",Midwest
19423 Bloom,13015418.,3,No,42.437729,-83.049596,"location
(42.437729, -83.049596)",Farwell
14582 Cloverdale,16029013.,7,No,42.396568,-83.14869,"location
(42.396568, -83.14869)",Chalfonte
2659 W Philadelphia,10001778.,5,No,42.367358,-83.106025,"location
(42.367358, -83.106025)",Jamison
2730 Vicksburg,10001530.,5,No,42.365133,-83.106029,"location
(42.365133, -83.106029)",Wildemere Park
14911 Cheyenne,22026158.,2,No,42.398958,-83.17496,"location
(42.398958, -83.17496)",Bethune Community
15221 Chicago,22003641-2,7,No,42.365192,-83.194579,"location
(42.365192, -83.194579)",We Care Community
9935 Mark Twain,22037491.,7,No,42.368688,-83.185501,"location
(42.368688, -83.185501)",Plymouth-Hubbell
15115 Chicago,22003629-30,7,No,42.365218,-83.193413,"location
(42.365218, -83.193413)",We Care Community
9345 Whitcomb,22048223.,7,No,42.363876,-83.195378,"location
(42.363876, -83.195378)",We Care Community
13147 Chelsea,21008227.,4,No,42.410458,-82.975149,"location
(42.410458, -82.975149)",Outer Drive-Hayes
14562 Northlawn,16031736.,7,No,42.396277,-83.152914,"location
(42.396277, -83.152914)",Chalfonte
13338 Chelsea,21007886.,4,No,42.410276,-82.9738,"location
(42.410276, -82.9738)",Outer Drive-Hayes
6350 Alaska St,16004357.,6,No,42.355767,-83.139285,"location
(42.355767, -83.139285)",Midwest
13356 Chelsea,21007883.,4,No,42.410379,-82.973497,"location
(42.410379, -82.973497)",Outer Drive-Hayes
18442 Heyden,22099334.,1,No,42.425115,-83.240291,"location
(42.425115, -83.240291)",Holcomb Community
18763 Stahelin,22083457.,1,No,42.429037,-83.227852,"location
(42.429037, -83.227852)",Evergreen-Outer Drive
18071 Ferguson,22063701.,2,No,42.42218,-83.210535,"location
(42.42218, -83.210535)",College Park
7121 Mackenzie,16004379.,6,No,42.356821,-83.141544,"location
(42.356821, -83.141544)",Midwest
13386 Chelsea,21007878.,4,No,42.410551,-82.972993,"location
(42.410551, -82.972993)",Outer Drive-Hayes
7177 Mackenzie,16004387.,6,No,42.356801,-83.14258,"location
(42.356801, -83.14258)",Midwest
13423 Chelsea,21008249.,4,No,42.411295,-82.972735,"location
(42.411295, -82.972735)",Outer Drive-Hayes
18236 Ferguson,22063349.,2,No,42.423593,-83.210062,"location
(42.423593, -83.210062)",College Park
18235 Ferguson,22063694.,2,No,42.423577,-83.210658,"location
(42.423577, -83.210658)",College Park
18252 Ferguson,22063351.,2,No,42.423819,-83.210071,"location
(42.423819, -83.210071)",College Park
13440 Chelsea,21007869.,4,No,42.410862,-82.972085,"location
(42.410862, -82.972085)",Outer Drive-Hayes
12061 Santa Rosa,16020860.,7,No,42.377052,-83.141595,"location
(42.377052, -83.141595)",Oakman Blvd Community
8711 Prairie,16023567.,6,No,42.358687,-83.143558,"location
(42.358687, -83.143558)",Midwest
12198 Stoepel,16018784.,7,No,42.37898,-83.139973,"location
(42.37898, -83.139973)",Oakman Blvd Community
3268 Sturtevant,12003944.,5,No,42.385527,-83.125275,"location
(42.385527, -83.125275)",Dexter-Linwood
9301 Sussex,22047014.,7,No,42.36331,-83.194297,"location
(42.36331, -83.194297)",We Care Community
8125 Wetherby,16022177.,6,No,42.354067,-83.140124,"location
(42.354067, -83.140124)",Midwest
20231 Revere,13022592.,3,No,42.444523,-83.069185,"location
(42.444523, -83.069185)",Farwell
14275 Chelsea,21008266.,4,No,42.411962,-82.970817,"location
(42.411962, -82.970817)",Outer Drive-Hayes
6357 Linsdale,16003366.,6,No,42.356104,-83.13943,"location
(42.356104, -83.13943)",Midwest
6364 Linsdale,16003416.,6,No,42.356514,-83.139591,"location
(42.356514, -83.139591)",Midwest
9331 Sussex,22047009-10,7,No,42.363742,-83.194313,"location
(42.363742, -83.194313)",We Care Community
9323 Sussex,22047011.,7,No,42.363598,-83.194307,"location
(42.363598, -83.194307)",We Care Community
4024 Clements,14005602.,7,No,42.389688,-83.134516,"location
(42.389688, -83.134516)",Oakman Blvd Community
18981 Heyden,22099474.,1,No,42.428312,-83.24103,"location
(42.428312, -83.24103)",Holcomb Community
9350 Sussex,22045962.,7,No,42.363994,-83.193707,"location
(42.363994, -83.193707)",We Care Community
14968 Littlefield,22026762.,2,No,42.399719,-83.175454,"location
(42.399719, -83.175454)",Bethune Community
14974 Littlefield,22026763.,2,No,42.399815,-83.175459,"location
(42.399815, -83.175459)",Bethune Community
8024 Burnette,16022195.,6,No,42.352534,-83.140482,"location
(42.352534, -83.140482)",Midwest
8033 Burnette,16022437.,6,No,42.352604,-83.141046,"location
(42.352604, -83.141046)",Midwest
8030 Burnette,16022196.,6,No,42.352616,-83.140488,"location
(42.352616, -83.140488)",Midwest
8049 Burnette,16022434.,6,No,42.35285,-83.141062,"location
(42.35285, -83.141062)",Midwest
8055 Burnette,16022433.,6,No,42.352933,-83.141067,"location
(42.352933, -83.141067)",Midwest
14444 Longview,21007484.,4,No,42.410994,-82.967625,"location
(42.410994, -82.967625)",Outer Drive-Hayes
11390 Marlowe,22040556.,7,No,42.371749,-83.188481,"location
(42.371749, -83.188481)",Plymouth-Hubbell
9364 Coyle,22044684.,7,No,42.364207,-83.192598,"location
(42.364207, -83.192598)",We Care Community
9324 Coyle,22044678.,7,No,42.363631,-83.192578,"location
(42.363631, -83.192578)",We Care Community
14648 Turner,16027363.,7,No,42.397486,-83.147639,"location
(42.397486, -83.147639)",Chalfonte
18600 Biltmore,22064089.002,2,No,42.426722,-83.211236,"location
(42.426722, -83.211236)",College Park
9195 Coyle,22045754.,7,No,42.361998,-83.193178,"location
(42.361998, -83.193178)",We Care Community
12119 Schaefer,22030957-8,7,No,42.376521,-83.178471,"location
(42.376521, -83.178471)",Paveway
15901 Fairmount Dr,21025448.,3,No,42.445,-82.956529,"location
(42.445, -82.956529)",Regent Park
18451 Kentfield,22100563.,1,No,42.425188,-83.241994,"location
(42.425188, -83.241994)",Holcomb Community
10452 American,16023826.,7,No,42.373138,-83.144082,"location
(42.373138, -83.144082)",Oakman Blvd Community
4048 Grand,14005705.,2,No,42.390313,-83.135383,"location
(42.390313, -83.135383)",Oakman Blvd Community
17101 Curtis,22014804.,2,No,42.422702,-83.211392,"location
(42.422702, -83.211392)",College Park
14567 Tuller,16027114.,7,No,42.396403,-83.147094,"location
(42.396403, -83.147094)",Chalfonte
8084 Burnette,16022205.,6,No,42.353356,-83.140541,"location
(42.353356, -83.140541)",Midwest
7436 Burlingame,16005448.,7,No,42.37359,-83.144085,"location
(42.37359, -83.144085)",Oakman Blvd Community
8260 Carbondale,16016555.,6,No,42.353991,-83.135653,"location
(42.353991, -83.135653)",Midwest
13400 Justine,13018682.,3,No,42.415316,-83.055482,"location
(42.415316, -83.055482)",Davison
18492 Stout,22101441.,1,No,42.425737,-83.242532,"location
(42.425737, -83.242532)",Holcomb Community
18491 Stout,22101588.,1,No,42.425725,-83.243235,"location
(42.425725, -83.243235)",Holcomb Community
8314 Carbondale,16016564.,6,No,42.354682,-83.136136,"location
(42.354682, -83.136136)",Midwest
12041 Schaefer,22030961-2,7,No,42.376113,-83.178456,"location
(42.376113, -83.178456)",Paveway
12039 Schaefer,22030963.,7,No,42.37603,-83.178452,"location
(42.37603, -83.178452)",Paveway
9540 Montrose,22052904.,7,No,42.366021,-83.199368,"location
(42.366021, -83.199368)",Joy Community
8351 Carbondale,16016612.,6,No,42.354984,-83.136977,"location
(42.354984, -83.136977)",Midwest
8570 Hubbell,22038751-2,7,No,42.357051,-83.186815,"location
(42.357051, -83.186815)",Joy-Schaefer
5006 Tireman,16002186.,6,No,42.353199,-83.119769,"location
(42.353199, -83.119769)",Midwest
8217 Mandalay,16018603.,6,No,42.354763,-83.139101,"location
(42.354763, -83.139101)",Midwest
8188 Mandalay,16018586.,6,No,42.354593,-83.138356,"location
(42.354593, -83.138356)",Midwest
8182 Mandalay,16018585.,6,No,42.354521,-83.138304,"location
(42.354521, -83.138304)",Midwest
8368 Carbondale,16016573.,6,No,42.355332,-83.136616,"location
(42.355332, -83.136616)",Midwest
20123 Coventry,09024265.,3,No,42.442544,-83.101948,"location
(42.442544, -83.101948)",Nolan
8170 Mandalay,16018583.,6,No,42.354375,-83.1382,"location
(42.354375, -83.1382)",Midwest
8158 Mandalay,16018581.,6,No,42.35423,-83.138096,"location
(42.35423, -83.138096)",Midwest
15325 Littlefield,22027308.,2,No,42.402601,-83.176208,"location
(42.402601, -83.176208)",Bethune Community
15038 Snowden,22027740.,2,No,42.40055,-83.17656,"location
(42.40055, -83.17656)",Bethune Community
8416 Carbondale,16016581.,6,No,42.355909,-83.137042,"location
(42.355909, -83.137042)",Midwest
11089 Whithorn,21012531.,4,No,42.411579,-83.003623,"location
(42.411579, -83.003623)",Gratiot-Findlay
18171 Stout,22101619.,1,No,42.422608,-83.243085,"location
(42.422608, -83.243085)",Holcomb Community
14541 Coram,21022107.,3,No,42.438553,-82.972541,"location
(42.438553, -82.972541)",Regent Park
4465 Tireman,14001462.,5,No,42.354086,-83.115911,"location
(42.354086, -83.115911)",Midwest
18155 Stout,22101621.,1,No,42.422416,-83.243077,"location
(42.422416, -83.243077)",Holcomb Community
14802 San Juan,16025423.,7,No,42.398197,-83.145434,"location
(42.398197, -83.145434)",Chalfonte
8052 Mandalay,16018565.,6,No,42.352933,-83.137119,"location
(42.352933, -83.137119)",Midwest
18130 Stout,22101406.,1,No,42.42205,-83.242362,"location
(42.42205, -83.242362)",Holcomb Community
17640 Kentfield,22100330.002L,1,No,42.421165,-83.241116,"location
(42.421165, -83.241116)",Holcomb Community
19735 Cardoni,09021283.,3,No,42.439371,-83.092081,"location
(42.439371, -83.092081)",Nolan
18103 Kentfield,22100596.,1,No,42.421749,-83.241833,"location
(42.421749, -83.241833)",Holcomb Community
8045 Rangoon,16018658.,6,No,42.352677,-83.13882,"location
(42.352677, -83.13882)",Midwest
13450 Buffalo,13014644.,3,No,42.416148,-83.047368,"location
(42.416148, -83.047368)",Davison
17639 Stout,22101629.,1,No,42.421087,-83.243011,"location
(42.421087, -83.243011)",Holcomb Community
11481 Whithorn,21012559.,4,No,42.412676,-83.000505,"location
(42.412676, -83.000505)",Gratiot-Findlay
18199 Kentfield,22100584.,1,No,42.423019,-83.241903,"location
(42.423019, -83.241903)",Holcomb Community
20415 Derby,09024763.,3,No,42.444755,-83.104355,"location
(42.444755, -83.104355)",Nolan
2700 Monterey,10003423.,5,No,42.384852,-83.118809,"location
(42.384852, -83.118809)",Dexter-Linwood
2701 Monterey,10003411.,5,No,42.384389,-83.118465,"location
(42.384389, -83.118465)",Dexter-Linwood
2709 Monterey,10003412.,5,No,42.384345,-83.11858,"location
(42.384345, -83.11858)",Dexter-Linwood
2717 Monterey,10003413.,5,No,42.384303,-83.118696,"location
(42.384303, -83.118696)",Dexter-Linwood
20229 Gallagher,13023295.,3,No,42.444495,-83.071199,"location
(42.444495, -83.071199)",Butler
12019 Prairie,16023426.,7,No,42.37644,-83.143783,"location
(42.37644, -83.143783)",Oakman Blvd Community
13424 Hasse,13017909.,3,No,42.415689,-83.053595,"location
(42.415689, -83.053595)",Davison
3602 Stockton,13008042.,3,No,42.427087,-83.067453,"location
(42.427087, -83.067453)",Conant Gardens
18190 Kentfield,22100345.,1,No,42.422938,-83.241204,"location
(42.422938, -83.241204)",Holcomb Community
14615 Terry,22043055.,1,No,42.396101,-83.19192,"location
(42.396101, -83.19192)",Hubbell-Lyndon
8048 Carbondale,16016541.,6,No,42.352763,-83.134786,"location
(42.352763, -83.134786)",Midwest
12412 Monica,16021043.,7,No,42.380888,-83.142235,"location
(42.380888, -83.142235)",Oakman Blvd Community
12115 Prairie,16023413.,7,No,42.377716,-83.143836,"location
(42.377716, -83.143836)",Oakman Blvd Community
8074 Carbondale,16016545.,6,No,42.353055,-83.134993,"location
(42.353055, -83.134993)",Midwest
18960 Stout,22101445.004,1,No,42.427965,-83.24268,"location
(42.427965, -83.24268)",Holcomb Community
8224 Carbondale,16016550.,6,No,42.353553,-83.135345,"location
(42.353553, -83.135345)",Midwest
13422 Shields,13019067.,3,No,42.415583,-83.056799,"location
(42.415583, -83.056799)",Davison
8528 Marlowe,22040460.,7,No,42.356433,-83.187981,"location
(42.356433, -83.187981)",Fiskhorn
14210 Lauder,22041834.,1,No,42.39118,-83.190191,"location
(42.39118, -83.190191)",Hubbell-Lyndon
5500 Webb,16005593.,7,No,42.374628,-83.137887,"location
(42.374628, -83.137887)",Nardin Park
8327 Prairie,16023594.,6,No,42.355899,-83.143392,"location
(42.355899, -83.143392)",Midwest
220 W Parkhurst,01004788.,2,No,42.41999,-83.105799,"location
(42.41999, -83.105799)",Grixdale Farms
13489 Moran,09009111.,3,No,42.416253,-83.063421,"location
(42.416253, -83.063421)",North Campau
8133 Prairie,16023611.,6,No,42.35409,-83.143278,"location
(42.35409, -83.143278)",Midwest
15475 Tracey,22031883.,2,No,42.404968,-83.180613,"location
(42.404968, -83.180613)",Bethune Community
8343 Northlawn,18014823.,7,No,42.356268,-83.152171,"location
(42.356268, -83.152171)",Barton-McFarland
8043 Wykes,16022461.,6,No,42.352745,-83.142075,"location
(42.352745, -83.142075)",Midwest
8036 Wykes,16022441.,6,No,42.352675,-83.141512,"location
(42.352675, -83.141512)",Midwest
8061 Wykes,16022458.,6,No,42.352992,-83.14209,"location
(42.352992, -83.14209)",Midwest
8060 Wykes,16022445.,6,No,42.353004,-83.141533,"location
(42.353004, -83.141533)",Midwest
13553 Dequindre,09017008.,3,No,42.411458,-83.079121,"location
(42.411458, -83.079121)",North Campau
8144 Northlawn,18014577.,7,No,42.353906,-83.151462,"location
(42.353906, -83.151462)",Barton-McFarland
13559 Dequindre,09017007.,3,No,42.411532,-83.079171,"location
(42.411532, -83.079171)",North Campau
642 Alameda St,09008424.,3,No,42.446055,-83.110459,"location
(42.446055, -83.110459)",Nolan
9989 Plainview,22094614.,7,No,42.368575,-83.235265,"location
(42.368575, -83.235265)",Franklin Park
14319 Cruse,22034456.,7,No,42.392848,-83.183365,"location
(42.392848, -83.183365)",Grand River-I96
9959 Plainview,22094619.,7,No,42.368125,-83.235275,"location
(42.368125, -83.235275)",Franklin Park
11661 Strathmoor,22038563.,7,No,42.373807,-83.186919,"location
(42.373807, -83.186919)",Plymouth-Hubbell
13155 Moran,09009136.,3,No,42.413607,-83.061703,"location
(42.413607, -83.061703)",Campau/Banglatown
19744 Lamont,13017456.,3,No,42.440308,-83.054919,"location
(42.440308, -83.054919)",Farwell
9619 Plainview,22094623.,7,No,42.366426,-83.235232,"location
(42.366426, -83.235232)",Franklin Park
14962 Wilfred,21010796.,4,No,42.418972,-82.96613,"location
(42.418972, -82.96613)",Outer Drive-Hayes
19382 Healy,13017701.,3,No,42.437075,-83.055715,"location
(42.437075, -83.055715)",Farwell
2011 Mclean,09005732.,3,No,42.406581,-83.073078,"location
(42.406581, -83.073078)",Campau/Banglatown
15005 Glenfield,21010787.,4,No,42.418616,-82.965298,"location
(42.418616, -82.965298)",Outer Drive-Hayes
1979 Mclean,09005727.,3,No,42.406395,-83.073574,"location
(42.406395, -83.073574)",Campau/Banglatown
1973 Mclean,09005726.,3,No,42.406358,-83.073673,"location
(42.406358, -83.073673)",Campau/Banglatown
7276 Forrer,22053620.,7,No,42.344803,-83.19964,"location
(42.344803, -83.19964)",Warren Ave Community
2038 Halleck,09005567.,3,No,42.405722,-83.071994,"location
(42.405722, -83.071994)",Campau/Banglatown
19157 Shields,13019330.,3,No,42.434107,-83.06013,"location
(42.434107, -83.06013)",Farwell
10100 Nottingham,21066556.,4,No,42.413225,-82.95201,"location
(42.413225, -82.95201)",Outer Drive-Hayes
8373 Military,16016135.,6,No,42.355578,-83.136337,"location
(42.355578, -83.136337)",Midwest
2045 Halleck,09005606.,3,No,42.406157,-83.072043,"location
(42.406157, -83.072043)",Campau/Banglatown
2051 Halleck,09005607.,3,No,42.406193,-83.071944,"location
(42.406193, -83.071944)",Campau/Banglatown
8349 Roselawn,18014282.,7,No,42.356407,-83.150169,"location
(42.356407, -83.150169)",Barton-McFarland
8625 Military,16016121.,6,No,42.356876,-83.137283,"location
(42.356876, -83.137283)",Midwest
7745 Montrose,22053438.,7,No,42.349054,-83.199286,"location
(42.349054, -83.199286)",Warren Ave Community
8287 Roselawn,18014291.,7,No,42.355543,-83.150117,"location
(42.355543, -83.150117)",Barton-McFarland
2146 Halleck,09005546.,3,No,42.406426,-83.070111,"location
(42.406426, -83.070111)",Campau/Banglatown
8264 Roselawn,18014110.,6,No,42.355264,-83.149531,"location
(42.355264, -83.149531)",Barton-McFarland
8238 Roselawn,18014106.,6,No,42.35488,-83.149507,"location
(42.35488, -83.149507)",Barton-McFarland
8150 Roselawn,18014099.,6,No,42.354065,-83.149465,"location
(42.354065, -83.149465)",Barton-McFarland
2076 Burnside,09005426.,3,No,42.405333,-83.070875,"location
(42.405333, -83.070875)",Campau/Banglatown
17154 Gable,13012341.,3,No,42.419947,-83.042014,"location
(42.419947, -83.042014)",Davison
8100 Roselawn,18014092.,6,No,42.353394,-83.149423,"location
(42.353394, -83.149423)",Barton-McFarland
8087 Roselawn,18014314.,7,No,42.353206,-83.149986,"location
(42.353206, -83.149986)",Barton-McFarland
8094 Roselawn,18014091.,6,No,42.353298,-83.149416,"location
(42.353298, -83.149416)",Barton-McFarland
8058 Roselawn,18014086-7,6,No,42.352842,-83.149388,"location
(42.352842, -83.149388)",Barton-McFarland
2122 Meade,09005818.,3,No,42.407564,-83.071383,"location
(42.407564, -83.071383)",Campau/Banglatown
13711 Gable,13012715.,3,No,42.417445,-83.042118,"location
(42.417445, -83.042118)",Davison
13506 Gable,13012321.,3,No,42.417039,-83.041426,"location
(42.417039, -83.041426)",Davison
1985 Mcpherson,09005330.,3,No,42.404498,-83.072173,"location
(42.404498, -83.072173)",Campau/Banglatown
19129 Havana,01009538.,2,No,42.432673,-83.110471,"location
(42.432673, -83.110471)",Penrose
6140 Rohns,19009206.,5,No,42.389131,-83.010509,"location
(42.389131, -83.010509)",Gratiot Town/Ketterring
21501 Thatcher,22014561.,1,No,42.420262,-83.25511,"location
(42.420262, -83.25511)",Holcomb Community
13515 Dwyer,13012085.,3,No,42.417135,-83.040903,"location
(42.417135, -83.040903)",Davison
8125 Greenlawn,18014066.,6,No,42.353704,-83.148998,"location
(42.353704, -83.148998)",Barton-McFarland
13761 Dwyer,13012076.,3,No,42.418182,-83.040931,"location
(42.418182, -83.040931)",Davison
8256 Cloverlawn,18014352.,7,No,42.355148,-83.150534,"location
(42.355148, -83.150534)",Barton-McFarland
2968 Beatrice,20012779.,6,No,42.265288,-83.157549,"location
(42.265288, -83.157549)",Boynton
19451 Greydale,22112860.,1,No,42.433572,-83.257606,"location
(42.433572, -83.257606)",Evergreen Lahser 7/8
8607 Greenlawn,18014021.,6,No,42.358289,-83.149279,"location
(42.358289, -83.149279)",Barton-McFarland
8593 Greenlawn,18014023.,6,No,42.358097,-83.149267,"location
(42.358097, -83.149267)",Barton-McFarland
2050 Mclean,09005696.,3,No,42.406472,-83.072134,"location
(42.406472, -83.072134)",Campau/Banglatown
8550 Greenlawn,18014004.,6,No,42.357533,-83.148678,"location
(42.357533, -83.148678)",Barton-McFarland
8561 Greenlawn,18014028.,6,No,42.357617,-83.149237,"location
(42.357617, -83.149237)",Barton-McFarland
